B1_vs_A1,B1_vs_A2,B1_vs_A3,B2_vs_A1,B2_vs_A2,B2_vs_A3,B3_vs_A1,B3_vs_A2,B3_vs_A3,B4_vs_A1,B4_vs_A2,B4_vs_A3,B5_vs_A1,B5_vs_A2,B5_vs_A3,B6_vs_A1,B6_vs_A2,B6_vs_A3,B7_vs_A1,B7_vs_A2,B7_vs_A3,B8_vs_A1,B8_vs_A2,B8_vs_A3,B9_vs_A1,B9_vs_A2,B9_vs_A3,run_id
0.5,0.5,0.3157894736842105,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,0.5,0.5,0.0,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,20260624134028346645
1.0,0.5,0.35,1.0,0.5,0.35,1.0,1.0,0.5,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5384615384615384,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,20260624134028346645
0.5,0.5,0.0,1.0,0.6842105263157895,0.52,0.65,1.0,0.5,1.0,0.6842105263157895,0.52,1.0,0.6842105263157895,0.52,1.0,0.6842105263157895,0.52,0.5,0.5,0.35,1.0,0.6842105263157895,0.52,1.0,0.6842105263157895,0.52,20260624134028346645
0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.65,1.0,0.65,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,20260624134028346645
0.5,0.5,0.3157894736842105,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.48,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,20260624134028346645
0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20260624134028346645
1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,20260624134028346645
1.0,1.0,0.46153846153846156,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,20260624134028346645
0.6842105263157895,0.6842105263157895,0.6842105263157895,1.0,1.0,1.0,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,0.5,0.5,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,20260624134028346645
1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.52,1.0,1.0,0.5,1.0,1.0,0.52,1.0,1.0,0.52,0.5,0.5,0.35,1.0,1.0,0.52,1.0,1.0,0.52,20260624134028346645
1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,1.0,1.0,1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,20260624134028346645
1.0,1.0,0.45454545454545453,1.0,1.0,0.45454545454545453,1.0,1.0,0.45454545454545453,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.5,0.5,0.3157894736842105,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,20260624134028346645
1.0,1.0,0.52,0.6842105263157895,0.6842105263157895,0.5454545454545454,0.6842105263157895,0.6842105263157895,0.5454545454545454,0.6842105263157895,0.6842105263157895,0.5384615384615384,0.6842105263157895,0.6842105263157895,0.5454545454545454,0.6842105263157895,0.6842105263157895,0.5454545454545454,0.65,0.65,0.5,0.6842105263157895,0.6842105263157895,0.5454545454545454,0.6842105263157895,0.6842105263157895,0.5454545454545454,20260624134028346645
0.5,0.5,0.5,0.65,0.65,1.0,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,0.5,0.5,0.5,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,20260624134028346645
1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.65,0.46153846153846156,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,20260624134028346645
0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,20260624134028346645
0.5,0.5,0.5,0.65,0.65,0.65,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20260624134028346645
1.0,0.65,0.48,1.0,1.0,0.45454545454545453,1.0,0.6842105263157895,0.5,1.0,0.65,0.48,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,20260624134028346645
0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,1.0,0.65,0.45454545454545453,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,20260624134028346645
1.0,0.6842105263157895,0.5,1.0,0.65,0.45454545454545453,1.0,0.65,0.45454545454545453,1.0,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.5,0.5,1.0,0.6842105263157895,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,20260624134028346645
1.0,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.6842105263157895,0.6842105263157895,0.65,1.0,1.0,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,0.5,0.5,0.5,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,20260624134028346645
1.0,1.0,0.5,1.0,1.0,0.52,1.0,1.0,0.52,1.0,1.0,0.5,1.0,1.0,0.52,1.0,1.0,0.52,1.0,0.5,0.35,1.0,1.0,0.52,1.0,1.0,0.52,20260624134028346645
1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.65,0.65,1.0,1.0,1.0,1.0,0.6842105263157895,0.6842105263157895,1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,20260624134028346645
0.5,0.5,0.0,1.0,1.0,0.5,0.65,0.65,0.46153846153846156,0.5,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.5,0.35,1.0,1.0,0.5,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.65,0.5,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,20260624134028346645
1.0,1.0,0.5,1.0,0.65,0.45454545454545453,1.0,0.65,0.45454545454545453,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.5,0.35,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.5,0.0,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,20260624134028346645
1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.48,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.5,0.0,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.5,0.0,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,20260624134028346645
0.5,0.5,0.5,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,0.5,0.5,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.65,0.65,0.65,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,20260624134028346645
0.5,0.5,0.3157894736842105,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.5,0.5,0.3157894736842105,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,20260624134028346645
0.6842105263157895,1.0,0.6842105263157895,0.65,1.0,0.65,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,20260624134028346645
0.5,0.5,0.5,0.6842105263157895,1.0,1.0,1.0,0.65,0.65,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,20260624134028346645
1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.5,0.5,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,20260624134028346645
1.0,0.6842105263157895,0.5,1.0,0.5,0.0,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.5,0.3157894736842105,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,20260624134028346645
1.0,1.0,0.45454545454545453,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.45454545454545453,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,1.0,0.65,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,20260624134028346645
1.0,0.6842105263157895,1.0,0.65,1.0,0.65,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,20260624134028346645
1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,20260624134028346645
0.6842105263157895,0.6842105263157895,0.5,0.65,0.65,0.46153846153846156,0.65,0.65,0.46153846153846156,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.45454545454545453,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.6842105263157895,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.65,1.0,0.45454545454545453,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,20260624134028346645
1.0,1.0,0.5384615384615384,1.0,1.0,0.5,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,1.0,0.65,0.5,1.0,0.6842105263157895,0.5454545454545454,1.0,0.6842105263157895,0.5454545454545454,20260624134028346645
0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,20260624134028346645
1.0,0.5,0.5,1.0,0.65,1.0,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,20260624134028346645
0.5,0.5,0.3157894736842105,0.5,0.5,0.3157894736842105,0.5,0.5,0.3157894736842105,0.5,0.5,0.0,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.65,1.0,0.45454545454545453,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,20260624134028346645
1.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,0.6842105263157895,0.6842105263157895,1.0,1.0,1.0,1.0,0.6842105263157895,0.6842105263157895,1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,20260624134028346645
0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.65,1.0,0.48,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,0.65,1.0,0.48,0.6842105263157895,1.0,0.5,0.6842105263157895,1.0,0.5,20260624134028346645
1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,20260624134028346645
1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6842105263157895,0.6842105263157895,1.0,0.5,0.5,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,20260624134028346645
0.5,0.5,0.35,0.6842105263157895,1.0,0.5384615384615384,0.6842105263157895,1.0,0.5384615384615384,0.6842105263157895,1.0,0.5454545454545454,0.6842105263157895,1.0,0.5384615384615384,0.6842105263157895,1.0,0.5384615384615384,0.6842105263157895,1.0,0.5454545454545454,0.6842105263157895,1.0,0.5384615384615384,0.6842105263157895,1.0,0.5384615384615384,20260624134028346645
1.0,0.5,0.0,1.0,1.0,0.45454545454545453,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.65,0.48,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,20260624134028346645
1.0,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,0.65,0.48,1.0,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.45454545454545453,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,1.0,0.5,0.6842105263157895,0.6842105263157895,0.5,1.0,1.0,0.48,0.5,0.5,0.0,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,20260624134028346645
0.5,0.5,0.0,0.65,0.65,0.46153846153846156,1.0,1.0,0.5,1.0,1.0,0.46153846153846156,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.48,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
0.5,0.5,0.3157894736842105,1.0,1.0,0.45454545454545453,1.0,1.0,0.45454545454545453,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.5,0.5,0.3157894736842105,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,20260624134028346645
0.5,0.5,0.3157894736842105,0.6842105263157895,0.6842105263157895,0.5,0.5,0.5,0.0,0.5,0.5,0.3157894736842105,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,0.6842105263157895,0.6842105263157895,0.5,20260624134028346645
0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.5,0.5,0.5,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,20260624134028346645
0.6842105263157895,0.6842105263157895,0.5,0.65,0.65,0.48,0.5,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
0.5,0.5,0.35,1.0,1.0,0.5384615384615384,0.65,0.65,0.5,1.0,1.0,0.5454545454545454,1.0,1.0,0.5384615384615384,1.0,1.0,0.5384615384615384,1.0,1.0,0.5,1.0,1.0,0.5384615384615384,1.0,1.0,0.5384615384615384,20260624134028346645
0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.5,0.5,0.5,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.5,0.5,0.5,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,20260624134028346645
1.0,0.65,0.48,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,0.5,0.5,0.3157894736842105,1.0,0.6842105263157895,0.5,1.0,0.6842105263157895,0.5,20260624134028346645
0.6842105263157895,0.6842105263157895,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.3157894736842105,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.48,1.0,1.0,0.5,1.0,1.0,0.5,20260624134028346645
1.0,1.0,0.6842105263157895,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,20260624134028346645
1.0,0.6842105263157895,0.52,1.0,1.0,0.5,1.0,0.6842105263157895,0.52,1.0,0.6842105263157895,0.52,1.0,0.6842105263157895,0.52,1.0,0.6842105263157895,0.52,1.0,0.5,0.35,1.0,0.6842105263157895,0.52,1.0,0.6842105263157895,0.52,20260624134028346645
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6842105263157895,0.6842105263157895,1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.65,0.65,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,20260624134028346645
0.5,0.5,0.5,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,0.6842105263157895,1.0,0.6842105263157895,20260624134028346645
0.6842105263157895,1.0,0.52,0.6842105263157895,1.0,0.52,1.0,0.65,0.5,0.65,1.0,0.5,0.6842105263157895,1.0,0.52,0.6842105263157895,1.0,0.52,0.5,0.5,0.35,0.6842105263157895,1.0,0.52,0.6842105263157895,1.0,0.52,20260624134028346645
0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20260624134028346645
1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,1.0,1.0,0.65,1.0,1.0,0.6842105263157895,1.0,1.0,0.6842105263157895,20260624134028346645
